"DATE","TIME PERIOD","Rate","From Currency","To Currency"
"2014-05-12","12 May 2014","1.3765","USD","EUR"
"2014-05-13","13 May 2014","1.3703","USD","EUR"
"2014-05-14","14 May 2014","1.3719","USD","EUR"
"2014-05-15","15 May 2014","1.3659","USD","EUR"
"2014-05-16","16 May 2014","1.3696","USD","EUR"
"2014-05-19","19 May 2014","1.3715","USD","EUR"
"2014-05-20","20 May 2014","1.3702","USD","EUR"
"2014-05-21","21 May 2014","1.3676","USD","EUR"
"2014-05-22","22 May 2014","1.3668","USD","EUR"
"2014-05-23","23 May 2014","1.3630","USD","EUR"
"2014-05-26","26 May 2014","1.3635","USD","EUR"
"2014-05-27","27 May 2014","1.3638","USD","EUR"
"2014-05-28","28 May 2014","1.3608","USD","EUR"
"2014-05-29","29 May 2014","1.3612","USD","EUR"
"2014-05-30","30 May 2014","1.3607","USD","EUR"
"2014-06-02","02 Jun 2014","1.3611","USD","EUR"
"2014-06-03","03 Jun 2014","1.3645","USD","EUR"
"2014-06-04","04 Jun 2014","1.3627","USD","EUR"
"2014-06-05","05 Jun 2014","1.3567","USD","EUR"
"2014-06-06","06 Jun 2014","1.3642","USD","EUR"
"2014-06-09","09 Jun 2014","1.3608","USD","EUR"
"2014-06-10","10 Jun 2014","1.3547","USD","EUR"
"2014-06-11","11 Jun 2014","1.3547","USD","EUR"
"2014-06-12","12 Jun 2014","1.3528","USD","EUR"
"2014-06-13","13 Jun 2014","1.3534","USD","EUR"
"2014-06-16","16 Jun 2014","1.3532","USD","EUR"
"2014-06-17","17 Jun 2014","1.3568","USD","EUR"
"2014-06-18","18 Jun 2014","1.3563","USD","EUR"
"2014-06-19","19 Jun 2014","1.3620","USD","EUR"
"2014-06-20","20 Jun 2014","1.3588","USD","EUR"
"2014-06-23","23 Jun 2014","1.3596","USD","EUR"
"2014-06-24","24 Jun 2014","1.3618","USD","EUR"
"2014-06-25","25 Jun 2014","1.3615","USD","EUR"
"2014-06-26","26 Jun 2014","1.3606","USD","EUR"
"2014-06-27","27 Jun 2014","1.3620","USD","EUR"
"2014-06-30","30 Jun 2014","1.3658","USD","EUR"
"2014-07-01","01 Jul 2014","1.3688","USD","EUR"
"2014-07-02","02 Jul 2014","1.3656","USD","EUR"
"2014-07-03","03 Jul 2014","1.3646","USD","EUR"
"2014-07-04","04 Jul 2014","1.3588","USD","EUR"
"2014-07-07","07 Jul 2014","1.3592","USD","EUR"
"2014-07-08","08 Jul 2014","1.3589","USD","EUR"
"2014-07-09","09 Jul 2014","1.3603","USD","EUR"
"2014-07-10","10 Jul 2014","1.3604","USD","EUR"
"2014-07-11","11 Jul 2014","1.3595","USD","EUR"
"2014-07-14","14 Jul 2014","1.3627","USD","EUR"
"2014-07-15","15 Jul 2014","1.3613","USD","EUR"
"2014-07-16","16 Jul 2014","1.3532","USD","EUR"
"2014-07-17","17 Jul 2014","1.3525","USD","EUR"
"2014-07-18","18 Jul 2014","1.3525","USD","EUR"
"2014-07-21","21 Jul 2014","1.3518","USD","EUR"
"2014-07-22","22 Jul 2014","1.3481","USD","EUR"
"2014-07-23","23 Jul 2014","1.3465","USD","EUR"
"2014-07-24","24 Jul 2014","1.3472","USD","EUR"
"2014-07-25","25 Jul 2014","1.3440","USD","EUR"
"2014-07-28","28 Jul 2014","1.3433","USD","EUR"
"2014-07-29","29 Jul 2014","1.3429","USD","EUR"
"2014-07-30","30 Jul 2014","1.3401","USD","EUR"
"2014-07-31","31 Jul 2014","1.3379","USD","EUR"
"2014-08-01","01 Aug 2014","1.3395","USD","EUR"
"2014-08-04","04 Aug 2014","1.3422","USD","EUR"
"2014-08-05","05 Aug 2014","1.3382","USD","EUR"
"2014-08-06","06 Aug 2014","1.3345","USD","EUR"
"2014-08-07","07 Aug 2014","1.3368","USD","EUR"
"2014-08-08","08 Aug 2014","1.3388","USD","EUR"
"2014-08-11","11 Aug 2014","1.3386","USD","EUR"
"2014-08-12","12 Aug 2014","1.3346","USD","EUR"
"2014-08-13","13 Aug 2014","1.3360","USD","EUR"
"2014-08-14","14 Aug 2014","1.3373","USD","EUR"
"2014-08-15","15 Aug 2014","1.3388","USD","EUR"
"2014-08-18","18 Aug 2014","1.3383","USD","EUR"
"2014-08-19","19 Aug 2014","1.3354","USD","EUR"
"2014-08-20","20 Aug 2014","1.3284","USD","EUR"
"2014-08-21","21 Aug 2014","1.3262","USD","EUR"
"2014-08-22","22 Aug 2014","1.3267","USD","EUR"
"2014-08-25","25 Aug 2014","1.3200","USD","EUR"
"2014-08-26","26 Aug 2014","1.3192","USD","EUR"
"2014-08-27","27 Aug 2014","1.3177","USD","EUR"
"2014-08-28","28 Aug 2014","1.3178","USD","EUR"
"2014-08-29","29 Aug 2014","1.3188","USD","EUR"
"2014-09-01","01 Sep 2014","1.3133","USD","EUR"
"2014-09-02","02 Sep 2014","1.3115","USD","EUR"
"2014-09-03","03 Sep 2014","1.3151","USD","EUR"
"2014-09-04","04 Sep 2014","1.3015","USD","EUR"
"2014-09-05","05 Sep 2014","1.2948","USD","EUR"
"2014-09-08","08 Sep 2014","1.2947","USD","EUR"
"2014-09-09","09 Sep 2014","1.2902","USD","EUR"
"2014-09-10","10 Sep 2014","1.2929","USD","EUR"
"2014-09-11","11 Sep 2014","1.2928","USD","EUR"
"2014-09-12","12 Sep 2014","1.2931","USD","EUR"
"2014-09-15","15 Sep 2014","1.2911","USD","EUR"
"2014-09-16","16 Sep 2014","1.2949","USD","EUR"
"2014-09-17","17 Sep 2014","1.2956","USD","EUR"
"2014-09-18","18 Sep 2014","1.2872","USD","EUR"
"2014-09-19","19 Sep 2014","1.2852","USD","EUR"
"2014-09-22","22 Sep 2014","1.2845","USD","EUR"
"2014-09-23","23 Sep 2014","1.2892","USD","EUR"
"2014-09-24","24 Sep 2014","1.2826","USD","EUR"
"2014-09-25","25 Sep 2014","1.2712","USD","EUR"
"2014-09-26","26 Sep 2014","1.2732","USD","EUR"
"2014-09-29","29 Sep 2014","1.2701","USD","EUR"
"2014-09-30","30 Sep 2014","1.2583","USD","EUR"
"2014-10-01","01 Oct 2014","1.2603","USD","EUR"
"2014-10-02","02 Oct 2014","1.2631","USD","EUR"
"2014-10-03","03 Oct 2014","1.2616","USD","EUR"
"2014-10-06","06 Oct 2014","1.2565","USD","EUR"
"2014-10-07","07 Oct 2014","1.2607","USD","EUR"
"2014-10-08","08 Oct 2014","1.2645","USD","EUR"
"2014-10-09","09 Oct 2014","1.2763","USD","EUR"
"2014-10-10","10 Oct 2014","1.2638","USD","EUR"
"2014-10-13","13 Oct 2014","1.2679","USD","EUR"
"2014-10-14","14 Oct 2014","1.2646","USD","EUR"
"2014-10-15","15 Oct 2014","1.2666","USD","EUR"
"2014-10-16","16 Oct 2014","1.2749","USD","EUR"
"2014-10-17","17 Oct 2014","1.2823","USD","EUR"
"2014-10-20","20 Oct 2014","1.2773","USD","EUR"
"2014-10-21","21 Oct 2014","1.2762","USD","EUR"
"2014-10-22","22 Oct 2014","1.2693","USD","EUR"
"2014-10-23","23 Oct 2014","1.2669","USD","EUR"
"2014-10-24","24 Oct 2014","1.2659","USD","EUR"
"2014-10-27","27 Oct 2014","1.2679","USD","EUR"
"2014-10-28","28 Oct 2014","1.2748","USD","EUR"
"2014-10-29","29 Oct 2014","1.2737","USD","EUR"
"2014-10-30","30 Oct 2014","1.2598","USD","EUR"
"2014-10-31","31 Oct 2014","1.2524","USD","EUR"
"2014-11-03","03 Nov 2014","1.2493","USD","EUR"
"2014-11-04","04 Nov 2014","1.2514","USD","EUR"
"2014-11-05","05 Nov 2014","1.2480","USD","EUR"
"2014-11-06","06 Nov 2014","1.2517","USD","EUR"
"2014-11-07","07 Nov 2014","1.2393","USD","EUR"
"2014-11-10","10 Nov 2014","1.2486","USD","EUR"
"2014-11-11","11 Nov 2014","1.2424","USD","EUR"
"2014-11-12","12 Nov 2014","1.2467","USD","EUR"
"2014-11-13","13 Nov 2014","1.2456","USD","EUR"
"2014-11-14","14 Nov 2014","1.2436","USD","EUR"
"2014-11-17","17 Nov 2014","1.2496","USD","EUR"
"2014-11-18","18 Nov 2014","1.2514","USD","EUR"
"2014-11-19","19 Nov 2014","1.2535","USD","EUR"
"2014-11-20","20 Nov 2014","1.2539","USD","EUR"
"2014-11-21","21 Nov 2014","1.2422","USD","EUR"
"2014-11-24","24 Nov 2014","1.2410","USD","EUR"
"2014-11-25","25 Nov 2014","1.2424","USD","EUR"
"2014-11-26","26 Nov 2014","1.2475","USD","EUR"
"2014-11-27","27 Nov 2014","1.2480","USD","EUR"
"2014-11-28","28 Nov 2014","1.2483","USD","EUR"
"2014-12-01","01 Dec 2014","1.2469","USD","EUR"
"2014-12-02","02 Dec 2014","1.2424","USD","EUR"
"2014-12-03","03 Dec 2014","1.2331","USD","EUR"
"2014-12-04","04 Dec 2014","1.2311","USD","EUR"
"2014-12-05","05 Dec 2014","1.2362","USD","EUR"
"2014-12-08","08 Dec 2014","1.2258","USD","EUR"
"2014-12-09","09 Dec 2014","1.2369","USD","EUR"
"2014-12-10","10 Dec 2014","1.2392","USD","EUR"
"2014-12-11","11 Dec 2014","1.2428","USD","EUR"
"2014-12-12","12 Dec 2014","1.2450","USD","EUR"
"2014-12-15","15 Dec 2014","1.2426","USD","EUR"
"2014-12-16","16 Dec 2014","1.2537","USD","EUR"
"2014-12-17","17 Dec 2014","1.2448","USD","EUR"
"2014-12-18","18 Dec 2014","1.2285","USD","EUR"
"2014-12-19","19 Dec 2014","1.2279","USD","EUR"
"2014-12-22","22 Dec 2014","1.2259","USD","EUR"
"2014-12-23","23 Dec 2014","1.2213","USD","EUR"
"2014-12-24","24 Dec 2014","1.2219","USD","EUR"
"2014-12-29","29 Dec 2014","1.2197","USD","EUR"
"2014-12-30","30 Dec 2014","1.2160","USD","EUR"
"2014-12-31","31 Dec 2014","1.2141","USD","EUR"
"2015-01-02","02 Jan 2015","1.2043","USD","EUR"
"2015-01-05","05 Jan 2015","1.1915","USD","EUR"
"2015-01-06","06 Jan 2015","1.1914","USD","EUR"
"2015-01-07","07 Jan 2015","1.1831","USD","EUR"
"2015-01-08","08 Jan 2015","1.1768","USD","EUR"
"2015-01-09","09 Jan 2015","1.1813","USD","EUR"
"2015-01-12","12 Jan 2015","1.1804","USD","EUR"
"2015-01-13","13 Jan 2015","1.1782","USD","EUR"
"2015-01-14","14 Jan 2015","1.1775","USD","EUR"
"2015-01-15","15 Jan 2015","1.1708","USD","EUR"
"2015-01-16","16 Jan 2015","1.1588","USD","EUR"
"2015-01-19","19 Jan 2015","1.1605","USD","EUR"
"2015-01-20","20 Jan 2015","1.1579","USD","EUR"
"2015-01-21","21 Jan 2015","1.1593","USD","EUR"
"2015-01-22","22 Jan 2015","1.1618","USD","EUR"
"2015-01-23","23 Jan 2015","1.1198","USD","EUR"
"2015-01-26","26 Jan 2015","1.1244","USD","EUR"
"2015-01-27","27 Jan 2015","1.1306","USD","EUR"
"2015-01-28","28 Jan 2015","1.1344","USD","EUR"
"2015-01-29","29 Jan 2015","1.1315","USD","EUR"
"2015-01-30","30 Jan 2015","1.1305","USD","EUR"
"2015-02-02","02 Feb 2015","1.1310","USD","EUR"
"2015-02-03","03 Feb 2015","1.1376","USD","EUR"
"2015-02-04","04 Feb 2015","1.1446","USD","EUR"
"2015-02-05","05 Feb 2015","1.1410","USD","EUR"
"2015-02-06","06 Feb 2015","1.1447","USD","EUR"
"2015-02-09","09 Feb 2015","1.1275","USD","EUR"
"2015-02-10","10 Feb 2015","1.1297","USD","EUR"
"2015-02-11","11 Feb 2015","1.1314","USD","EUR"
"2015-02-12","12 Feb 2015","1.1328","USD","EUR"
"2015-02-13","13 Feb 2015","1.1381","USD","EUR"
"2015-02-16","16 Feb 2015","1.1408","USD","EUR"
"2015-02-17","17 Feb 2015","1.1415","USD","EUR"
"2015-02-18","18 Feb 2015","1.1372","USD","EUR"
